44,1000
45,1000
46,1000
47,1000
48,1000
49,1000
50,1000
51,1000
52,1000
53,1000
54,1001
55,1001
56,1000
57,1001
58,1001
59,1001
60,1001
61,1001
62,1001
63,1001
64,1001
65,1001
66,1001
67,1002
68,1002
69,1002
70,1001
71,1003
72,1003
73,1002
74,1003
75,1003
76,1003
77,1003
78,1003
79,1003
80,1003
81,1003
82,1003
83,1003
84,1003
85,1003
86,1003
87,1003
88,1003
89,1003
90,1003
91,1003
92,1003
93,1003
94,1003
95,1003
96,1003
97,1003
98,1003
99,1003
100,1003
101,1003
102,1003
103,1003
104,1003
105,1003
106,1003
107,1003
108,1003
109,1003
110,1003
111,1004
112,1004
113,1003
114,1004
115,1003
116,1003
117,1003
118,1003
119,1003
120,1003
121,1003
122,1004
123,1003
124,1004
125,1003
126,1003
127,1003
128,1004
129,1004
130,1003
131,1003
132,1004
133,1003
134,1004
135,1003
136,1003
137,1004
138,1003
139,1004
140,1003
141,1004
142,1004
143,1003
144,1003
145,1004
146,1004
147,1004
148,1004
149,1004
150,1003
151,1003
152,1004
153,1004
154,1004
155,1003
156,1004
157,1004
158,1003
159,1004
160,1003
161,1004
162,1004
163,1003
164,1004
165,1004
166,1004
167,1004
168,1004
169,1004
170,1004
171,1004
172,1003
173,1004
174,1004
175,1004
176,1003
177,1004
178,1004
179,1003
180,1004
181,1004
182,1004
183,1004
184,1003
185,1004
186,1003
187,1003
188,1004
189,1004
190,1004
191,1004
192,1004
193,1004
194,1004
195,1004
196,1004
197,1003
198,1003
199,1004
200,1003
201,1003
202,1003
203,1004
204,1003
205,1003
206,1003
207,1004
208,1003
209,1004
210,1004
211,1004
212,1003
213,1004
214,1004
215,1003
216,1003
217,1004
218,1003
219,1004
220,1004
221,1003
222,1004
